X,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
x9316,"7,618","6,517","5,468","7,439","6,714","2,898","3,976","64,3","55,6","7,958","2,461","9,001","5,824","8,456","6,556",798,"69,2","46,8","3,768","8,685","8,783","8,976","9,946","2,075","3,753",4,3,5,8,0,8,6,4,1,3,3,4,8,3,7,1,5,7,2,4,3,7,8,3,2
x9317,"1,358","7,302","6,535","4,602","3,517",728,"1,095","9,688","4,008","1,377","6,133","2,178","5,987","9,242","6,389","6,507","6,643","7,109","7,466","60,3","3,123","4,665","76,1","6,809","9,624",8,0,4,5,1,3,1,1,3,7,2,4,5,0,1,0,6,5,1,2,4,3,1,1,1
x9318,"3,244","0,56","3,049","8,675","9,492","1,772","7,774","7,283","9,444",725,"3,524","9,858","2,979","4,641","8,223","5,7","6,356","5,087","4,693","3,001","9,251","4,038","9,625","8,418","6,941",1,4,0,2,1,3,5,5,6,4,2,5,2,8,0,8,8,8,0,6,4,1,5,8,6
x9319,"7,976","14,7","3,986","42,8","7,977","5,288","4,503","2,357","7,726","1,285","23,5","9,307","7,679","3,178","5,767","2,835","8,104","7,607","6,303","9,009","2,561","5,138","49,4","3,408",315,7,0,1,3,3,1,5,7,6,0,5,5,4,4,3,1,0,4,3,4,0,0,5,0,3
x9320,"6,642","9,515","9,698","8,479","2,973","6,788","7,106","6,084","8,076","7,971","7,483","65,7","85,9","31,2","8,726","4,177","5,595","5,256","9,915","3,033","7,453","5,534","84,3","7,175","3,071",8,2,2,7,8,0,6,5,0,4,4,2,0,6,0,4,2,8,0,7,3,0,1,8,4
x9321,"3,471","7,195","9,508","5,834","2,492","6,582","6,454","4,761",884,"6,423","49,6","4,495","2,556","2,647","7,032","4,682","5,368",53,"6,695","7,549","3,165","3,534",139,893,57,5,4,2,2,6,2,8,5,7,5,7,8,4,3,5,1,4,3,7,2,1,4,3,0,4
x9322,"4,923","7,089","8,594","5,961","7,603",305,"5,074","6,621","3,514","3,147","5,508","9,626","78,9","4,431","4,221","9,574","9,289",956,"6,193","8,076","5,749","92,7","8,022","5,894","2,565",7,4,7,4,7,1,3,4,4,0,7,7,4,8,1,3,4,6,2,7,2,3,6,6,0
x9323,"4,909","96,5","8,133","1,961","84,6","11,7","6,944","2,654","7,081",84,"64,5","4,771","3,654","5,453","8,7","0,88","9,636","7,024","2,355","7,373","7,751",696,"41,6","4,809","6,332",2,8,8,5,7,1,1,2,0,6,7,6,8,7,2,6,3,6,7,5,1,5,2,7,6
x9324,"7,422","9,009","1,343","4,807","3,806",443,"2,847","1,538",189,"3,757","5,373","6,604","3,762","63,4",265,63,267,"5,749","5,318","4,023","7,327","8,857","3,504","9,991","7,879",1,6,1,2,8,6,3,3,0,5,2,8,8,6,3,4,2,8,7,4,3,5,7,3,2
x9325,"3,494","4,547","5,026","5,024","7,785","1,796","4,933","3,279","6,198","6,369","8,774","3,072","46,7","4,169","8,317","1,063","32,1","5,304","8,476","2,783","5,883","3,362","9,352","3,884","3,054",4,0,1,8,7,2,7,5,6,6,3,6,1,2,5,7,5,4,6,1,5,3,4,8,6
x9326,"4,569","4,794","8,291","2,146","8,435","4,146","3,783",72,"9,573","7,603","3,173","5,804","51,5","7,081",50,"5,054","6,438","5,262","1,701","9,301","9,466","1,699",103,"1,125","3,334",2,6,3,8,8,7,4,7,7,6,5,1,7,7,0,3,0,3,2,0,6,0,0,8,1
x9327,"6,005","8,932","4,808","6,228","33,1","3,952",103,291,"2,685","6,856","9,525","7,291","8,526","3,094","8,654","3,973","6,164","8,581",154,"85,1","2,205",162,"1,902",971,"9,787",3,1,7,1,2,7,4,0,5,8,1,4,7,1,3,0,8,6,4,8,6,1,1,7,8
x9328,"2,343","8,407","5,451","2,902",295,"8,349","8,041","5,434","2,412","6,135","7,036","8,121","4,001","5,834",628,"46,9","7,772","2,353","3,558","3,816","3,662","1,184","1,335","7,911","3,674",1,4,8,6,2,4,4,6,2,8,7,0,2,5,2,3,2,5,5,7,6,3,2,5,8
x9329,"9,036","9,979","41,3","2,116",94,"6,257","3,865","5,009","2,676","7,722","4,611","33,7","5,515","4,561","9,762","4,764","6,112","6,939","2,198","6,009","5,414","1,758","3,384","9,881","7,589",6,1,6,7,4,0,5,4,2,8,5,6,8,4,2,3,4,0,2,2,1,6,6,8,1
x9330,"4,233","7,088","8,527","6,198","7,963","5,541","3,699","1,706",255,"14,5","7,631","6,945","89,4","5,921","1,658","5,631","9,827","6,824","5,081","15,9","3,894","9,167","6,824","21,5","7,063",1,1,5,2,0,7,8,6,2,7,5,0,6,2,8,7,4,4,8,8,5,7,3,1,6
x9331,441,765,"3,217","4,021","2,424",624,"5,315","6,077","4,116","7,887","8,894","6,708","5,462","3,821","5,8","5,247",901,"3,319","7,686","6,273","5,299","2,802","9,661","8,242","0,24",7,6,1,0,2,2,4,6,8,5,1,6,6,6,0,6,6,2,3,2,3,1,5,2,1
x9332,"3,872","8,804","97,8","3,123",544,"5,738","8,499","4,315","83,2","2,231","6,068","3,289","5,343","5,536","8,454","6,144","7,869",305,"3,823","31,8","6,732","7,353",22,"8,649","4,826",2,5,1,3,0,3,6,4,4,6,6,7,6,3,3,1,5,0,3,5,7,4,2,2,7
x9333,"9,164","4,178","7,339","5,028","9,509","9,475","6,601","4,546","9,572","1,816","71,4","3,269",846,"6,508","91,8","58,2","9,412","4,862","91,6","9,433","1,666","2,404","2,858","2,685","1,865",6,2,0,2,5,1,2,7,8,7,3,2,3,5,6,4,8,7,3,4,4,8,6,4,6
x9334,"9,846",145,"3,119","5,835","5,109","2,716","9,865","9,886","6,223","1,088","3,473","4,876","4,196",678,"3,111","3,222","6,518","8,163","6,764","8,178","7,937","7,086","9,644","6,356","4,648",1,0,1,3,8,8,6,0,8,8,0,1,5,6,1,8,2,2,2,7,1,1,5,0,0
x9335,672,"7,075","3,078","1,908","4,629",113,"7,669","1,728","3,783","2,616","7,482","8,523","2,984","2,732","9,175","44,8","7,704","8,453","4,414","4,408",744,"3,396","5,237","2,548","4,514",8,8,1,7,0,4,6,5,7,4,5,0,0,3,1,5,2,4,0,3,2,6,0,2,5
x9336,"6,654",987,"9,123","6,118","5,969","2,447","2,096","4,608","3,161",187,"2,533","89,7","3,613","2,928","5,704","8,366","10,9","1,729","7,459","5,111","3,169","38,9","5,931","8,934","7,273",6,4,8,2,0,6,7,5,8,0,8,6,3,6,4,5,2,7,5,5,6,7,0,6,0
x9337,"4,478","5,968","66,7","5,815","3,383","7,616","50,7","6,852","2,463","4,261","8,952","7,508",773,"3,281","6,228","8,142","0,61","7,177","4,134","5,468","5,974","7,906","6,535","2,232","2,948",2,2,7,8,0,6,3,1,2,8,4,5,3,1,4,4,8,2,1,4,0,0,3,3,8
x9338,"7,945","8,619",937,"96,5","4,873","7,512","8,227","5,056","5,449","4,615",869,"4,444","6,246","9,544","8,886","5,935","5,221","8,104",607,"3,714","9,941","9,771","2,372",379,"35,5",3,6,6,2,7,5,6,2,2,6,3,5,0,8,5,8,0,4,2,1,2,6,2,1,0
x9339,"9,893",597,"8,987","2,609","7,001","5,921",371,"8,473","3,706","7,349","4,864","2,594","28,7",13,"8,395","3,381","5,179","2,188","5,138","9,515","5,129","6,675","1,965","6,058","72,8",1,6,0,5,7,1,8,4,7,1,5,5,4,1,0,5,5,5,3,2,5,6,4,7,0
x9340,"63,4","3,871","4,724","5,943","1,508","5,801","5,1","9,256",992,"0,72","3,643","1,582","4,076","9,149","80,5","2,423","15,2","8,452","2,831","8,616","7,155","8,697","8,734","89,3","2,059",8,2,7,0,1,7,7,3,6,8,2,6,4,7,1,6,6,4,0,6,4,2,7,7,4
x9341,"2,385","5,904","9,913","2,557","4,531","9,212","2,045","2,987",964,"86,3","5,467","2,849","2,733","1,244","6,939","9,572","4,204","7,231","3,928","5,575","2,868","2,6","5,914","1,546","7,683",5,4,5,4,7,7,7,7,7,7,7,7,6,6,4,4,7,7,1,1,1,8,4,4,4
x9342,"11,5","2,767","70,3","7,753","40,4","6,381","8,224","8,335","7,344","8,993","3,295","6,406","4,392","3,525","1,568","9,722","3,511","23,8","7,8","3,411","1,013","3,456","9,497","5,388","6,186",5,4,1,2,6,5,1,3,7,8,8,4,6,7,3,3,8,0,3,1,2,6,5,2,8
x9343,"69,8","3,957","5,658","5,394","6,163","8,612","1,364","7,788","6,466","5,716","8,656",436,"2,367",281,"3,033","2,016","2,381","3,188",621,"1,447","9,258","6,517","67,1","74,2","4,256",4,5,1,8,2,5,1,6,7,4,5,6,1,8,6,1,4,5,1,0,8,2,4,4,6
x9344,"1,964","4,948","9,756","7,616","3,599","2,563","8,399","9,267",872,"8,305",406,"9,655","91,4","3,345","1,452","1,993","2,834","4,193","9,383","5,062","2,187","8,523","9,478","2,544","2,866",7,1,5,8,0,2,2,4,4,4,4,4,4,4,3,3,3,3,6,8,7,2,3,6,2
x9345,"3,371","3,166",606,"93,8","9,877","6,526",284,"8,257","4,406","9,597","5,017","1,322","1,571","9,346","8,694","5,066","4,165","8,422","3,059","5,527","3,839","6,828","3,304","7,207",524,8,3,2,5,2,4,3,7,1,8,4,3,2,5,8,0,4,8,2,5,1,4,4,6,6
x9346,"5,197","3,609","6,243","3,156","8,102","4,868",315,"7,943","6,008","5,498","43,8","3,117","9,923",239,"5,258","8,628","3,696","1,496","3,198","3,168","4,886","7,626",77,"7,333","1,133",8,5,7,1,1,2,3,3,3,2,4,4,2,7,1,0,7,0,4,6,8,1,6,1,7
x9347,"9,471","3,337","8,018","5,699","3,573","4,025","6,159","76,6","6,815","5,751","2,236","2,522","1,104","32,6","7,093","1,178","0,78","4,061","4,602","9,775","8,215","4,787","6,509","38,2","3,367",4,7,2,8,5,1,3,0,3,6,1,7,7,8,7,7,4,3,2,0,1,5,0,1,4
x9348,"9,833","7,737","7,875","7,802","3,837","5,963","9,439","6,572","52,2",955,"1,538","5,456","8,596","2,848","9,261","8,223","6,385","2,584",683,"9,794","9,386","6,071","3,212","2,611","5,852",6,0,6,5,1,3,1,0,2,5,1,4,6,8,2,0,8,3,1,3,0,6,4,8,5
x9349,"56,6","77,5","4,526","7,646","0,62","2,649","5,253","3,422","20,5","2,227","7,111","8,585","8,442","8,652","3,551","2,875","4,831","5,272","3,014","2,663","1,953","8,179","8,175","9,767","2,931",7,1,4,2,1,0,1,4,6,6,8,0,8,3,8,0,0,4,8,2,3,1,2,6,7
x9350,"5,725","4,729","4,535","9,534","9,376","4,774","9,597","32,2","57,8",721,"8,723","47,5","1,863","9,199","24,8","6,768",50,"3,109",192,"1,046","9,838","5,478","8,784","1,843","82,9",3,2,1,5,6,1,0,4,0,3,2,5,5,0,7,6,6,2,0,7,2,2,1,2,7
x9351,"5,429","6,3","8,598","1,231","2,829","17,7","55,4","7,628","4,592","6,255","7,588","2,971","1,542",263,"46,3","39,6","6,994","1,289","99,5","9,104","0,16","5,096",306,"8,117","1,198",8,1,4,3,8,8,1,0,5,1,4,8,0,3,7,1,2,7,7,5,0,4,2,3,8
x9352,"48,1","3,964","8,331","9,602","6,937","3,515","8,516","8,042","2,179","3,596","5,064","8,742","3,508","6,039","2,487","5,196","8,381","1,495",686,"58,5","7,5","1,882",118,"7,324","7,988",5,7,1,7,6,5,5,0,5,1,1,6,0,8,7,1,8,0,6,2,4,1,0,5,3
x9353,"7,252","3,841","3,833","26,4",387,"44,5","3,145","5,634","8,836","3,761","2,459","9,214","9,695","6,302",403,"5,593","9,401","1,413","1,207","46,6","7,424","3,533",675,"7,491","2,228",0,8,5,8,5,4,5,2,6,5,4,7,2,8,7,7,8,7,2,6,5,7,8,3,2
x9354,"7,413",88,551,"3,545","4,783","4,628","8,935","2,935","6,453","5,101","3,571","9,858","5,836",604,"4,404","4,056","6,945","2,657","5,377","3,334","2,129","8,114","2,672","6,771","8,037",3,5,2,0,5,1,1,2,1,8,1,8,0,0,6,2,1,7,3,8,8,7,4,3,5
x9355,"2,564","8,534","50,9","4,157","8,707","9,186","0,88","4,731","1,578","76,4","2,262","6,439","7,865","7,297",948,"2,487","6,166","2,803",385,"5,878","6,458","2,323",93,"4,911","7,455",8,4,2,0,0,8,8,6,7,0,2,0,0,0,0,0,0,0,8,6,5,6,6,4,6
x9356,"2,246","6,925","2,167","6,513","8,505","8,572","8,813","7,932",482,708,"9,419","9,765","1,347",442,"4,712","8,953","0,75","1,028",803,"1,1",212,"9,221","5,472","4,228",41,8,1,6,5,0,0,4,1,1,4,8,2,8,6,1,3,7,1,7,0,3,0,4,2,7
x9357,"9,383","5,929","16,6","1,957","9,437","1,976","8,813","9,533","5,296","9,878","9,213","4,469","3,966","8,987","9,063","9,312","4,452","9,186","5,114","3,692","8,186","3,955","5,812",143,"8,675",7,1,5,8,6,4,0,4,0,0,5,5,6,6,2,6,1,2,2,5,8,0,4,2,4
x9358,"3,728","8,686","1,307","5,181","3,739","3,186","35,1","7,749",39,"7,497","39,9",202,"2,716",316,"6,145","2,226","9,546","8,512","8,632","3,062","6,591","3,134","1,178","4,007","9,949",0,5,0,0,0,0,0,0,0,6,8,1,0,6,0,0,5,8,1,1,3,4,1,3,0
x9359,"40,4","9,729","81,7",157,482,"4,886","2,306","4,1",185,"5,699","2,958","2,008","4,739","9,122","8,805","7,066","7,599","4,793","7,578","3,039","2,951","7,492","1,884","1,021","1,369",4,0,5,7,8,8,8,4,4,7,8,6,1,0,6,1,8,0,1,7,7,0,1,7,6
x9360,"9,8",81,"5,188","50,5","6,577","8,024","3,658","1,961","2,266","0,54","3,858","2,753","6,867","9,138","9,175","6,379","7,386","9,479","6,457","7,805","3,521","8,597","66,8","5,702","1,723",5,8,5,7,0,3,8,1,0,6,2,0,0,1,7,6,2,5,0,5,0,8,7,1,4
x9361,"7,008","55,4","2,878","2,844","13,1","7,566","4,355","9,982","8,1","6,603","67,7","18,9","0,23","6,879","6,858","7,205","5,896","1,709","7,879","4,937","4,041","6,638","2,221","2,453","8,114",8,2,5,6,2,6,0,3,3,7,5,0,3,0,7,5,4,1,5,8,4,6,1,7,6
x9362,"5,831","9,079","2,629","5,797","85,6","1,056","1,038","4,768","39,9","3,683","8,581","7,656","6,271","5,741","1,261","1,863","5,663","7,672","4,699","8,376","8,996","2,551",365,"3,134","8,356",0,8,6,6,3,4,7,4,4,1,8,8,0,5,8,7,1,7,2,5,3,4,6,2,0
x9363,"8,113","4,635","3,572","3,286",201,"9,968","4,4","5,564","46,2",251,"4,977","1,943","8,908","1,004",872,"5,688",834,"7,572",678,"2,846","7,543","2,961","4,988","38,6","3,595",3,4,6,8,4,6,1,4,8,0,2,0,1,3,4,6,8,6,3,4,5,0,8,1,7
x9364,"5,447","2,707","1,469","5,939","5,694","5,463","6,834","5,029","81,4","3,493",764,"7,793","8,817","1,292","2,186","6,021","4,599","2,128","7,208","9,227","4,033","7,548","6,657","7,836","4,954",1,7,0,2,7,7,0,5,7,0,3,7,0,3,0,8,6,4,7,6,4,3,6,4,8
x9365,"93,3","4,326","1,339","17,3","2,624","0,69",578,"7,376","2,087","22,8","2,546","9,142","4,472","2,773","5,117","9,406","1,734","35,2","5,349","8,482","6,752","2,647","9,769","7,868","7,169",3,4,1,0,4,4,0,6,7,0,5,6,7,0,1,8,1,4,6,4,3,8,1,8,2
x9366,"9,741","6,674","6,968","2,217","52,8","3,703","1,428","3,749","5,603","0,51","5,082","7,327","4,786","4,684","4,811","7,268","4,243","4,095","4,338","4,919","1,561","9,516","4,425","9,092","5,691",1,3,7,7,0,2,0,4,5,3,0,2,0,5,4,5,0,7,6,6,0,4,8,1,4
x9367,"1,812","3,793","7,141","4,753","1,157","94,4","7,408",695,"8,616","12,2","2,549","2,823","6,966","75,8","5,416","1,018","1,784","5,033","2,068","0,66","8,813","3,045","7,872","61,6","9,2",3,2,6,2,6,2,6,1,7,7,3,2,1,3,7,6,8,4,4,0,6,8,7,6,7
x9368,"6,728",364,"1,704","4,215","93,1",163,"1,987","1,841","1,488","2,613","6,516","2,769","4,902",397,"2,292","1,929","9,689","2,883","5,903","1,385","2,106","7,876","58,7","3,567",20,0,8,4,8,4,0,0,6,8,4,1,8,6,3,8,6,3,8,6,2,6,0,1,0,5
x9369,"5,076","8,817","2,585","4,714","3,236",318,"4,921",539,"2,292","3,671","1,528","5,182",69,"5,105","1,038","67,9","3,175","9,762","60,4","4,524","9,388",273,907,"9,445","8,216",4,3,0,3,5,6,5,7,3,5,5,1,4,7,5,2,8,3,6,4,5,1,8,6,6
x9370,"5,412","4,911","8,871","3,019","2,417","1,299","7,079","0,93","2,519","9,359","2,407","2,651","1,636","2,844","3,223","5,945","7,095","8,866","3,369","4,308","4,538","2,338","6,331","1,211","2,575",0,5,8,1,3,0,4,5,0,7,7,5,6,7,1,8,1,7,6,6,7,6,0,8,3
x9371,"7,868","8,076","3,947","8,147","6,844","5,839","4,166",179,"51,2","5,788","1,016","18,8","5,615","6,787","83,5","4,731","9,432","1,742","1,905",711,"5,163","3,981","9,342","3,172","3,844",8,3,4,7,3,8,0,1,3,5,6,4,1,7,7,6,2,0,4,0,1,6,6,8,6
x9372,358,"63,8","5,641","2,807",85,219,"0,22","3,146","4,298","9,998","5,223","3,221","2,425","7,841","4,352","5,757","4,549","4,358","3,114","7,141","98,8","8,528","6,609",844,"9,589",7,4,6,2,4,7,7,4,7,1,0,4,1,2,0,0,0,7,8,0,4,2,1,2,5
x9373,"19,1","12,7","5,326","1,712","5,774","3,533",169,"1,894","2,131",673,"3,499","7,955","6,162","1,019","7,488","6,957","66,1","5,258","1,987","2,316",982,"3,873","56,3","2,962","1,162",7,5,1,0,0,1,0,1,8,0,2,5,0,5,2,6,3,6,7,4,7,0,0,8,1
x9374,"8,318","3,497","1,236","4,7","1,782","8,311","24,5","6,044","3,399","3,479","5,924",41,345,"9,134","1,149","4,377","9,758","4,378",345,"5,175","5,598","2,238","6,944","1,916",641,7,3,1,4,4,4,6,8,6,0,1,7,0,8,1,5,0,6,7,5,8,1,6,7,2
x9375,"32,8","4,841","3,6","8,701",497,"3,517","8,125","7,634","85,7","8,804","3,876","6,177","0,46","6,153","9,666","9,305","4,995",253,"6,288","7,517","6,847","27,8","5,278","7,691",583,3,4,3,5,7,5,8,4,6,2,4,0,7,4,1,1,6,4,2,7,2,1,3,2,7
x9376,"0,58","8,489","7,823","2,863","3,403","5,887","3,649","2,961","8,696","1,131","1,832","8,008","53,3","5,727","8,008","8,614","9,725","8,729","4,408","5,897","18,4","4,466","9,427","9,655","5,357",6,8,4,6,2,4,8,2,1,5,0,3,5,5,2,2,3,0,4,8,7,1,1,7,3
x9377,"7,728","9,472","71,5","1,615","5,213","5,811","5,083","12,6","5,459","83,5","8,315","1,233","7,439","4,779","1,344","1,058","8,787","6,323","7,625","72,7","7,829","46,5","2,348","42,7","7,625",5,5,8,8,8,0,2,7,6,1,6,1,6,1,0,4,2,7,0,2,3,6,6,5,8
x9378,"5,981","88,3","8,032",573,"0,97","7,142","2,238",983,"6,945","8,976","7,377","4,821","3,882","3,003","1,666","8,618","5,5","5,071","54,1","8,417","8,158","8,053","2,365","3,204","3,964",7,4,0,7,0,1,3,0,7,5,3,0,0,6,2,6,0,2,3,5,6,3,0,7,2
x9379,"7,697","5,642","9,148","8,365","9,629","7,951","4,179","7,095","4,859","5,875","2,574","7,846","5,681","7,741","7,048","1,829","4,185","6,256","9,489","9,914","6,134",131,167,"49,1","8,093",7,7,4,8,6,6,4,3,8,1,1,8,2,8,6,1,6,4,3,2,6,4,2,4,4
x9380,"4,183","9,783","2,998","4,717","2,271","8,303","2,248","8,236","2,077",456,"4,442",902,"5,432","5,361","1,351","1,006","12,9","2,873","2,925","13,9","2,026",268,"8,268","8,212","5,9",8,7,7,4,8,5,8,7,7,2,8,3,3,8,0,4,6,5,8,3,6,3,6,2,7
x9381,"3,223","1,035","7,047","8,146","9,999","8,547","4,175","6,648","7,657",276,"3,457","31,4","6,583","5,651","1,302","2,205","5,623","9,464","2,848","4,794","4,894","9,461","5,653","8,945","6,828",6,2,2,2,3,4,7,1,7,8,4,8,3,3,3,1,0,7,1,1,4,6,8,7,4
x9382,"19,8","9,293","7,392","6,245",575,"9,862","6,618","6,266","7,848","86,5","5,353","6,084","6,693","6,402","2,997","6,024","2,373","5,368","14,6","95,1","6,726","7,559","1,179","5,265","8,172",7,3,2,8,2,2,4,6,1,2,5,6,6,1,3,6,5,4,5,3,3,0,7,2,7
x9383,"3,568","4,332","63,8","17,5","8,047","6,724","5,256","1,577","8,538","2,156","39,3","4,852","8,894","3,865","5,177","5,979","9,417","4,415",909,"7,723","2,219",65,821,294,969,0,4,6,5,1,0,5,7,8,4,1,8,1,1,3,5,2,7,8,7,1,3,5,8,5
x9384,"74,2","2,538","9,753","94,8","3,767","6,658","9,338","2,968","6,385","1,727","1,115","7,527","7,138","6,728","3,531","5,669","3,905","9,372","2,002","6,063","29,7","0,28","7,385","8,878","1,453",2,3,6,7,0,8,3,3,5,7,7,4,7,1,5,1,1,2,3,2,2,3,3,3,8
x9385,"9,076","5,423","9,888","5,067",462,"4,983","5,754","1,203","9,548","1,656","2,464","1,885","1,587","1,326","6,794","9,489","6,589","5,068","1,014","4,413","1,654","6,865","9,826","7,741","7,515",1,5,0,3,3,7,0,4,8,0,1,5,3,0,5,4,7,7,0,1,8,6,0,7,6
x9386,"6,534","7,125","5,208","4,186","5,324","6,279",60,894,"4,511","4,742","1,561","4,616","6,474","7,943","2,381",594,"83,1","2,729","1,761","6,509","6,641","4,599","5,371","2,518","4,356",1,5,4,2,8,1,4,2,7,0,8,7,2,1,6,8,2,8,4,4,3,0,5,8,5
x9387,"3,959","5,276","8,218","1,359","7,657","4,716","7,893","9,406","9,205",908,36,"9,445","4,563","8,106","9,506","3,092",628,"6,404","4,916","1,115","8,431",292,"2,843","1,939","3,768",0,4,1,6,5,5,2,7,8,8,8,5,6,1,0,2,6,4,0,6,6,3,3,2,6
x9388,"62,1","2,675","7,185","1,708","1,167","4,569","8,205","8,892","15,6","9,983","4,368","61,2","3,964","2,096","1,403","8,964","1,396","7,817","3,805","1,856","6,935",972,"7,267","16,9","1,347",6,5,3,7,2,6,4,1,2,6,5,1,3,8,6,3,3,0,0,8,2,3,4,3,6
x9389,"2,239",121,"2,299","7,268","2,098","72,5","4,342","2,942",194,"6,999","1,585","8,055",899,"8,573","1,975","8,849","5,036","3,647","9,221","3,689","9,832","9,682",846,"1,801","4,529",3,7,8,1,7,4,3,0,8,7,3,8,1,2,0,1,1,6,6,4,8,3,6,1,0
x9390,"6,334","8,684","82,8","2,134","9,554","3,477","8,194",658,"4,817","6,725","1,399","2,336","7,5","2,224","4,708","3,714","1,281","41,5","6,294","2,823","1,775","1,616",575,"8,551","6,773",0,6,5,4,8,3,4,3,0,4,1,3,5,4,5,2,1,0,3,6,2,6,2,3,1
x9391,"4,167","3,551","5,773","9,176","52,1","2,287",529,"9,101","5,724",616,614,"1,221",243,"7,679","4,201","1,553","3,807","8,733","5,908","5,494","16,3","9,731","87,6","9,843","8,473",2,7,8,5,5,5,2,8,4,5,4,4,8,8,5,3,1,7,1,0,3,0,8,7,6
x9392,234,"6,982","6,797","6,985","9,629","89,1","6,461","64,6","6,562","2,758","3,253","5,719","4,928","3,515","5,422","64,4","48,6","4,514","7,672","2,068","5,088","6,758","9,495","2,332","8,936",4,0,2,8,7,8,7,4,1,0,8,5,0,6,2,4,4,1,6,4,2,5,8,5,2
x9393,"2,571",266,"6,218","2,522","5,868",391,"9,462","9,532","7,216","8,739","10,8","79,4","6,577","2,877","9,814","4,767","8,092","1,132","98,7","9,917",575,"9,346","1,758","8,774","6,992",6,1,6,0,1,0,5,8,6,5,7,1,8,0,1,0,3,2,7,4,7,1,5,5,2
x9394,"9,523","8,274","3,976","59,5","3,747","9,236","8,866","9,843","7,856","1,589","6,182","27,4","24,8","7,555","9,822","8,372","6,644","2,857","7,537","7,996","2,433","2,609","6,512","2,508","5,752",8,4,1,8,1,8,7,8,2,2,2,5,3,6,7,6,2,3,4,1,0,6,8,4,6
x9395,"3,874","2,969","6,919","1,072","5,458","8,103","1,951","2,474","0,45","3,035","84,7","9,098","6,066","1,993","0,57","1,955","7,533","4,447","7,754","2,437","39,4","1,066","5,015","3,616","4,266",6,1,6,0,8,6,1,7,5,3,5,5,7,7,7,7,5,0,4,3,0,6,2,4,4
x9396,"5,347","89,8","6,174","4,297","5,221","97,3",413,"1,328","6,401","1,582",688,781,"4,099",925,"9,834","3,195","3,739",536,"4,933","3,849","4,003",56,"7,638","7,707","1,213",2,5,1,6,6,4,4,8,5,5,4,6,1,1,1,1,1,5,1,8,3,8,8,5,0
x9397,"4,506",249,"62,3","2,883","7,664","6,041","6,988","4,185","7,065","4,105","1,169","8,627","7,091","1,339","9,067","4,087","1,009","5,115","6,914","9,646","3,446","5,332","1,149","5,681",616,5,0,7,3,2,5,4,7,3,0,6,1,4,5,3,8,3,6,4,2,4,3,1,5,5
x9398,"8,686","3,621","5,309","7,878","5,326","2,534","3,396","4,815","6,427","2,018","3,818","5,232","5,541","9,644","6,777","5,719","19,8","9,924","9,891","34,9","2,902","8,312","9,107",77,"64,3",1,0,6,2,1,1,4,8,6,8,5,3,8,3,4,0,7,1,8,3,3,2,2,5,1
x9399,"6,228","5,887","5,855","4,463","5,564","2,475","11,8","8,173","8,935","8,714",473,"2,634","1,661",177,"6,766","4,056","8,521","4,069","6,395","97,6","8,623","2,657","3,481","2,648","56,7",4,0,2,5,3,6,0,4,3,2,2,2,7,2,4,1,0,8,5,7,2,1,4,7,1
x9400,933,"3,272",166,"5,834","2,4","3,695","1,215","1,682","2,139","4,644","9,311","2,357","5,227","8,408","5,982","4,549","5,141","5,401","1,063","56,7","7,794","9,313","7,015","9,307","6,943",4,2,0,6,3,0,4,6,4,5,6,7,5,2,4,7,7,1,1,0,2,2,3,2,5
x9401,"3,761","5,656","5,543","6,582","8,336","9,443","5,442","1,703","7,762","1,608","3,536","4,218","1,019","6,521","6,599","5,423","8,577","2,265","1,766","3,698","0,55",861,"8,095","7,877","2,002",8,0,8,8,0,7,6,5,3,1,5,2,2,1,4,2,8,6,1,6,0,6,5,4,0
x9402,"3,417","9,362","41,3","2,777",19,"9,196","64,6","7,253","7,868","5,801","9,995",822,"4,762","5,352","4,973","5,057","3,916","1,842","6,762","8,475","7,124","3,913","5,278","6,362","6,701",5,2,7,2,1,3,3,7,7,2,7,4,4,7,2,3,6,1,1,0,2,6,3,6,1
x9403,"6,612","1,686","9,259","4,066","8,442","3,986",663,"7,257","3,237","7,409","3,233","3,667","1,307","7,933","3,352","8,647","1,762","2,963",784,"8,636","3,573","6,835","26,4","0,05","7,455",5,6,7,5,5,7,7,7,2,0,0,7,3,0,4,8,1,0,1,5,8,8,3,8,3
x9404,"3,495","1,591","3,338","5,947","8,546","4,387","3,381","0,48","59,8","7,247","6,284","23,1","5,727",741,"1,245","99,5","46,1","0,19","9,996","82,4",812,"3,688","5,935","6,399","5,021",8,0,2,0,4,4,5,5,6,8,2,8,8,5,3,2,6,4,1,5,2,2,2,8,8
x9405,"8,988","8,939","7,974","2,495","7,295","6,611","8,445","5,095","5,707","5,251","8,497","6,017","2,133","4,824","5,073","2,311","1,814","25,9","9,088","79,6","2,783","3,245",926,"8,001","59,4",7,7,0,7,6,2,2,5,0,3,1,0,4,8,5,2,5,1,2,7,6,3,7,8,5
